
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                              Ny
objective_grant_visitation_phones                   Byg mindst fem telefonbokse

objective_grant_basicsecurity                       Sikkerhedsprocedure-certifikat
objective_grant_basicsecurity_description           En almindelig faldgrube i nye fængsler er sikkerhedsmangler pga. uerfarne ansatte. Sørg for vi ikke laver nogle begynderfejl, der kunne skade vores omdømme i fremtiden, ved at øge sikkerheden til et acceptabelt niveau.
objective_grant_basicsecurity_chief                 Ansæt en sikkerhedschef (kræver et kontor)
objective_grant_basicsecurity_guards                Ansæt ti vagter
objective_grant_basicsecurity_patrols               Tildel patruljeringsruter til tre vagter
objective_grant_basicsecurity_research              Lås op for patruljer gennem "Bureaukrati"

objective_grant_enhancedsecurity                    Regeringens sikkerhedsvurdering
objective_grant_enhancedsecurity_description        Regeringen har nogle krav vedrørende sikkerheden for fængsler af en vis størrelse, og de uddeler store bøder til dem der ikke overholder dem. Sørg for det ikke bliver til et problem.
objective_grant_enhancedsecurity_armoury            Byg et våbenlager
objective_grant_enhancedsecurity_kennel             Byg en kennel
objective_grant_enhancedsecurity_guards             Ansæt to bevæbnede vagter
objective_grant_enhancedsecurity_dogs               Ansæt to hundeførere
objective_grant_enhancedsecurity_patroldogs         Tildel en hundepatrulje til to hundeførere
objective_grant_enhancedsecurity_patrolarmed        Tildel en patrulje til to bevæbnede vagter

objective_grant_advancedsecurity                    Implementering af "Maks Sik" infrastruktur
objective_grant_advancedsecurity_description        Opretholdelsen af sikkerhed for et stort antal indsatte kan være vanskelig, men prisen man betaler for et brud på sikkerheden er langt større, end prisen på ordentlige sikkerhedsforanstaltninger. Installér de nødvendige foranstaltninger overalt i dit fængsel.
objective_grant_advancedsecurity_guards             Øg antallet af sikkerhedspersonale
objective_grant_advancedsecurity_researchcctv       Lås op for overvågningskameraer gennem "Bureaukrati"
objective_grant_advancedsecurity_researchbodyarmour Lås op for kropspanser gennem "Bureaukrati"
objective_grant_advancedsecurity_researchtazers     Lås op for tasere gennem "Bureaukrati"
objective_grant_advancedsecurity_office             Byg et sikkerhedskontor
objective_grant_advancedsecurity_cctvmonitor        Byg en overvågningsskærm
objective_grant_advancedsecurity_cctvcameras        Placér overvågningskameraer rundt omkring i dit fængsel

objective_grant_prisonerworkforce                   Tilvænning og arbejde for indsatte
objective_grant_prisonerworkforce_description       Det er en god idé at have de indsatte til at udføre arbejde i fængslet, da det hjælper dem med at tilvænne sig det nye miljø, og så er det ovenikøbet billigt. Fuldfør den nødvendige træning og byg de nødvendige faciliteter for at dine indsatte kan arbejde.
objective_grant_prisonerworkforce_research          Lås op for fængselsarbejde gennem "Bureaukrati"
objective_grant_prisonerworkforce_cleaning          Byg et kosteskab
objective_grant_prisonerworkforce_laundry           Byg et vaskeri
objective_grant_prisonerworkforce_kitchenclass      Få tre indsatte til at fuldføre "Sikkerhed og hygiejne i et køkken"-programmet
objective_grant_prisonerworkforce_laundryassigned   Sæt tre indsatte til at arbejde i vaskeriet
objective_grant_prisonerworkforce_kitchenassigned   Sæt tre indsatte til at arbejde i køkkenet
objective_grant_prisonerworkforce_cleaningassigned  Sæt tre indsatte til at arbejde ved kosteskabet

objective_grant_educationreformprogram              Rehabilitering gennem uddannelse
objective_grant_educationreformprogram_description  En fremtrædende kampagnegruppe er i gang med et stort socialt eksperiment, der undersøger effekten af uddannelse på indsattes tilbagefaldsrate. Lav nogle klasseværelser og gå i gang med at undervise dine indsatte.
objective_grant_educationreformprogram_research     Lås op for uddannelse gennem "Bureaukrati"
objective_grant_educationreformprogram_classroom    Byg et klasseværelse
objective_grant_educationreformprogram_desks        Byg tyve skoleborde
objective_grant_educationreformprogram_foundationed Få ti indsatte til at bestå "Grundlæggende uddannelse"-kurset
objective_grant_educationreformprogram_generaled    Få en indsat til at bestå "Almen uddannelse"-kurset

objective_grant_prisonlabour                        Fængselsfabrikken
objective_grant_prisonlabour_description            Nogle finansmænd vil gerne øge dit fængsels rentabilitet, og er derfor villige til at investere penge, så du kan bygge værksteder og gøre dine indsatte til arbejdskraft.
objective_grant_prisonlabour_workshop               Byg et værksted
objective_grant_prisonlabour_saw                    Byg to save i værkstedet
objective_grant_prisonlabour_press                  Byg to pressemaskiner i værkstedet
objective_grant_prisonlabour_reform                 Få fem indsatte til at bestå "Sikkerhed i værkstedet"-programmet
objective_grant_prisonlabour_plates                 Producér 30 nummerplader

objective_grant_furnituremanufacturing              Tømrerlærlingsprogrammet
objective_grant_furnituremanufacturing_description  Ved at tilbyde de indsatte tømrerkurser, får de nogle værdifulde færdigheder de kan bruge når de løslades, det giver dem også mulighed for at producere kvalitetsmøbler i dit værksted, der så kan sælges for at øge dine indtægter.
objective_grant_furnituremanufacturing_forestry     Opret et skovbrug
objective_grant_furnituremanufacturing_table        Byg to høvlebænke
objective_grant_furnituremanufacturing_reform       Få to indsatte til at bestå tømrerkurset
objective_grant_furnituremanufacturing_bed          Producér 10 luksus senge

objective_grant_reducestaffstress                   De ansattes trivsel
objective_grant_reducestaffstress_description       Fagforeningen for de fængselsansatte har fået rapporter om ansatte der er stressede og overanstrengte, i en sådan grad at de begår fejl. Sørg for det samme ikke sker i dit fængsel.
objective_grant_reducestaffstress_staffroom         Byg et personaleværelse
objective_grant_reducestaffstress_freeguards        Hav mindst fem vagter der ikke er tildelt nogle opgaver
objective_grant_reducestaffstress_restedstaff       Sørg for ingen af dine ansatte er udmattede

objective_grant_shortterminvestment                 Kortsigtet investering
objective_grant_shortterminvestment_description     Sæt penge i en investeringsfond, hvilket i sidste ende vil give dig et fornuftigt afkast af dit oprindelige beløb.
objective_grant_shortterminvestment_wait            Vent på penge…

objective_grant_longterminvestment                  Langsigtet investering
objective_grant_longterminvestment_description      Sæt penge i en langsigtet investeringsfond, hvilket i sidste ende vil give dig et stort afkast af dit oprindelige beløb.
objective_grant_longterminvestment_wait             Vent på penge…

objective_grant_cellblock50                         Celleafsnit B
objective_grant_cellblock50_description             Det er på tide at udvide dit fængsel, så det ikke bare er en simpel forvaringsfacilitet.
