
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	새로시작
objective_grant_contrabandsupply_weapons	훔친 무기의 공급을 없애기

grant_category_completed	완료:
grant_category_unlocked	잠금해제:
grant_category_cash	현금:
grant_category_cashflow	현금유출입:
grant_category_debt	부채:
grant_category_prisoners	죄수:

grant_property_atleast	최소 *X
grant_property_atmost	최대 *X


# =============================================================================
# Materials
# =============================================================================


object_none	없음
object_box	박스
object_stack	물건더미
object_bed	침대
object_bunkbed	벙크침대
object_crib	유아용 침대
object_toilet	화장실
object_table	탁자
object_chair	의자
object_bench	벤치
object_electricchair	전기 의자
object_jaildoor	철창문
object_jaildoorlarge	대형 철창문
object_door	문
object_solitarydoor	독방 문
object_staffdoor	직원 문
object_remotedoor	원격조종 문
object_roadgate	도로 출입구
object_jailbars	쇠창살
object_window	창
object_windowlarge	큰 창문
object_tree	나무
object_light	조명
object_cooker	조리기구
object_fridge	냉장고
object_bin	쓰레기통
object_sink	싱크대
object_servingtable	배식 테이블
object_showerhead	샤워기
object_brick	벽돌
object_concrete	콘크리트
object_steel	철근
object_ingredients	요리재료
object_ingredientscooking	요리재료(조리중)
object_ingredientscooked	요리재료(조리됨)
object_ingredientsspoiled	요리재료(상함)
object_meal	요리
object_foodtray	식판
object_foodtraydirty	식판(더러움)
object_grassturf	잔디
object_prisoneruniform	죄수복
object_dirtyprisoneruniform	죄수복(더러움)
object_crumpledprisoneruniform	죄수복(구겨짐)
object_bleach	표백제
object_sheetmetal	철판
object_licenseplateblank	번호판(빈)
object_licenseplate	번호판
object_log	통나무
object_wood	목재
object_workman	인부
object_truckdriver	트럭 운전수
object_guard	교도관
object_riotguard	폭동진압대
object_armedguard	무장교도관
object_prisoner	죄수
object_doctor	의사
object_paramedic	응급대원
object_cook	요리사
object_gardener	정원사
object_janitor	청소부
object_fireman	소방관
object_avatar	아바타
object_actor	배우
object_visitor	면회객
object_executionwitness	사형집행 증인
object_doghandler	경비견 조련사
object_dog	경비견
object_dogcrate	개집
object_teacher	선생님
object_soldier	군인
object_sniper	저격수
object_warden	교도소장
object_chief	교도대장
object_foreman	현장감독
object_psychologist	심리학자
object_accountant	회계사
object_lawyer	변호사
object_supplytruck	보급 트럭
object_prisonerbus	죄수 버스
object_fireengine	소방차
object_riotvan	폭동진압밴
object_ambulance	구급차
object_hearse	영구차
object_trooptruck	군용차
object_fire	화재
object_garbage	쓰레기
object_rubble	돌더미
object_bookshelf	책장
object_officedesk	사무실 책상
object_filingcabinet	파일 수납함
object_medicalbed	의료 침대
object_morgueslab	시신 안치대
object_equipment	장비
object_prop	지주
object_dummy	인형
object_powerstation	발전기
object_capacitor	축전기
object_electricalcable	전력케이블
object_powerswitch	전원 스위치
object_logiccircuit	논리 회로
object_logicbridge	논리 브리지
object_waterpumpstation	급수기
object_pipevalve	파이프 밸브
object_pipelarge	큰 파이프
object_pipesmall	작은 파이프
object_drain	배수로
object_metaldetector	금속탐지기
object_weightsbench	역기 벤치
object_phonebooth	전화 부스
object_tv	TV
object_largetv	대형 TV
object_pooltable	당구대
object_polaroid	폴라로이드
object_cctv	CCTV
object_cctvmonitor	CCTV 모니터
object_laundrymachine	세탁기
object_laundrybasket	빨래통
object_ironingboard	다리미판
object_visitortable	면회실 탁자
object_visitortablesecure	방문객 부스
object_workshopsaw	작업장 톱
object_workshoppress	작업장 프레스
object_carpentertable	목공 작업대
object_boombox	카세트라디오
object_guardlocker	교도관 사물함
object_sofachairsingle	소파
object_sofachairdouble	넓은 소파
object_drinkmachine	자판기
object_arcadecabinet	게임기
object_radio	라디오
object_radiator	라디에이터
object_bookshelflarge	도서관 책장
object_weaponrack	무기보관함
object_treestump	그루터기
object_schooldesk	학교 책상
object_superiorbed	고급 침대
object_doorcontrolsystem	문 통제시스템
object_phonemonitor	도청장치
object_servo	문 개폐기
object_doortimer	문 타이머
object_pressurepad	압력패드
object_statuslight	상태표시등
object_wire	연결
object_dismantleobject	물품 철거
object_dismantleutility	공공시설 철거
object_sellobject	물품 팔기
object_canceljobs	작업 취소
object_showallwires	전선 보기
object_tidywires	전선 정리
object_cutscenepolaroid	장면 폴라로이드
object_cutscenecamera	장면 카메라
object_cutscenecue	장면 신호
object_cutscenecaption	컷신 자막
object_foodwaste	음식쓰레기
object_altar	제단
object_pews	예배용 의자
object_prayermat	예배용 매트
object_paroleofficer	가석방 관리자
object_parolelawyer	가석방 변호사
object_spiritualleader	성직자
object_librarybookshelf	도서관 책장
object_librarybookunsorted	도서관 책(미분류)
object_librarybooksorted	도서관 책(분류됨)
object_sortingtable	분류대
object_ruinedbook	찢어진 책
object_foodbowl	음식
object_appealslawyer	재심 변호사
object_appealsmagistrate	재심 판사
object_mailsatchel	우편 가방
object_mailunsorted	미분류 우편물
object_mailsorted	분류된 우편물
object_prisonermail	우편물
object_prisonermailopened	우편물(개봉됨)
object_shopfront	판매점 매대
object_shopgoods	판매점 상품
object_shopshelf	판매점 선반
object_playmat	놀이매트
object_guardtower	감시탑
object_waterboiler	온수보일러
object_pipehotwater	온수파이프
object_stafffood	직원 식사
object_stafffoodboxed	직원 식사
object_newspaper	신문
object_strikefire	횃불 시위


material_none	없음
material_building	건물(벽돌)
material_buildingconcrete	건물(콘크리트)
material_demolish	파괴
material_clearindoorarea	실내 구역 정리
material_demolishwalls	벽 파괴
material_removetunnels	땅굴 제거
material_canceljobs	작업 취소
material_dirt	흙
material_sand	모래
material_pavingstone	보도블럭
material_grass	잔디
material_gravel	자갈
material_road	도로
material_roadmarkings	도로 표시
material_roadmarkingsleft	도로 표시(왼쪽)
material_roadmarkingsright	도로 표시(오른쪽)
material_stone	돌
material_fence	철조망
material_concretetiles	콘크리트 타일
material_concretefloor	콘크리트 바닥
material_woodenfloor	나무 바닥
material_ceramicfloor	세라믹 바닥
material_mosaicfloor	모자이크 바닥
material_metalfloor	금속 바닥
material_marbletiles	대리석 타일
material_whitetiles	하얀 타일
material_fancytiles	장식 타일
material_concretewall	콘크리트 벽
material_brickwall	벽돌 벽
material_perimeterwall	경계담장
material_burntfloor	탄 바닥
material_burntwall	탄 벽
material_buildingframe	건물 뼈대
material_roof	지붕
material_water	물

room_none	없음
room_cell	감방
room_holdingcell	유치장
room_solitary	독방
room_superiorcell	상급 감방
room_dormitory	기숙사
room_familycell	가족 감방
room_sharedcell	공동 감방
room_canteen	식당
room_canteen_staff	직원 식당
room_kitchen	주방
room_shower	샤워실
room_yard	운동장
room_storage	창고
room_deliveries	배달
room_garbage	쓰레기
room_execution	사형집행실
room_workshop	작업장
room_security	보안
room_office	사무실
room_medicalward	의무실
room_morgue	영안실
room_commonroom	휴게실
room_laundry	세탁실
room_visitation	면회
room_cleaningcupboard	청소도구실
room_kennel	사육장
room_armoury	무기고
room_staffroom	직원휴게실
room_library	도서관
room_forestry	조림지
room_classroom	교실
room_exports	출하품
room_chapel	예배당
room_intake	수용실
room_clearrooms	청소실
room_paroleroom	가석방실
room_mailroom	우편실
room_shop	판매점
room_nursery	탁아소

equipment_none	없음
equipment_fists	주먹
equipment_baton	곤봉
equipment_club	몽둥이
equipment_shank	자루
equipment_knife	칼
equipment_fork	포크
equipment_gun	총
equipment_spoon	수저
equipment_needle	주사기
equipment_booze	술
equipment_poison	독
equipment_cigs	담배
equipment_saw	톱
equipment_jailkeys	철창문 열쇠
equipment_mobilephone	휴대전화기
equipment_lighter	라이터
equipment_screwdriver	드라이버
equipment_drugs	마약
equipment_sheers	전지 가위
equipment_mop	대걸레
equipment_rake	갈퀴
equipment_hose	호스
equipment_spatula	주걱
equipment_woodenspoon	나무 수저
equipment_cleaningbrush	청소용 솔
equipment_hammer	망치
equipment_clipboard	클립보드
equipment_drill	드릴
equipment_pianowire	피아노선
equipment_scissors	가위
equipment_medicine	약품
equipment_shotgun	산탄총
equipment_moneybag	돈 가방
equipment_tazer	테이저
equipment_guarduniform	경비복
equipment_stabvest	방검복
equipment_rifle	소총
equipment_dogleash	경비견 목끈
equipment_assaultrifle	돌격 소총
equipment_woodenpickaxe	나무 곡괭이
equipment_cbradio	무전기
equipment_axe	도끼
equipment_spade	삽
equipment_book	도서
equipment_megaphone	확성기
equipment_magazine	잡지
equipment_batteringram	공성퇴
equipment_iron	다리미
equipment_microphone	마이크
equipment_torch	횃불
equipment_bookclosed	도서

research_requires_short	*X이 필요합니다

reformprogram_workshopinduction	작업장 안전 교육
reformprogram_foundationeducation	기초교육강의
reformprogram_generaleducation	일반교육강의
reformprogram_carpentry	목수 견습
reformprogram_kitcheninduction	주방 안전과 위생
reformprogram_therapy	행동 치료
reformprogram_methadone	약물 중독 치료
reformprogram_alcoholicsmeeting	알콜 중독 치료
reformprogram_tazertraining	교도관 테이저 자격증
reformprogram_spiritualguidance	정신 수양
reformprogram_parolehearing	가석방 청문회
reformprogram_deathrowappeal	사형수 재심 청구

reformprogram_tazertrained	허가됨: 테이저

reformprogram_workshopinduction_text	안전제일! 재소자들이 작업장에서 일을 하려면 먼저 이 교육을 통과해야 합니다.
reformprogram_foundationeducation_text	많은 죄수들이 읽기, 쓰기, 산수의 기본 조차도 부족합니다. 이 교육과정은 죄수들의 수준을 향상시킬 것입니다. 이 과정을 통과한 죄수는 도서관에서 일 할 수 있습니다.
reformprogram_carpentry_text	실용적인 능력이 필요한 복잡한 기술입니다. 이 교육을 받은 재소자는 이 기술을 이용해 목공 작업대에서 고급 목재 가구를 만들 수 있습니다.
reformprogram_kitcheninduction_text	수백 명을 먹일 음식을 하려면 식품 표준이 중요합니다. 재소자가 주방에서 일하려면 먼저 이 교육을 받아야합니다.
reformprogram_therapy_text	어떤 재소자들은 폭력적인 성향을 다스리려고 애씁니다. 교도소 심리학자와 일대일 교육를 통해 죄수들이 폭력적으로 변하기 전에 행동을 바로잡습니다.
reformprogram_methadone_text	죄수들의 마약 중독을 치료하는 5회에 걸친 교육입니다. 치료할 때마다 약물 의존이 낮아지며 교육을 마치면 중독에서 벗어날 가능성이 높아집니다.
reformprogram_alcoholicsmeeting_text	알콜 중독을 치료하는 그룹 미팅입니다. 알콜에 대한 욕구를 줄이는데 도움을 주지만 욕구를 완전히 없애지는 못합니다.
reformprogram_parolehearing_text	죄수를 조기에 석방해도 좋은지 알아보는 청문회입니다. 죄수가 재범을 저지르지 않는 성공적인 가석방에는 추가 보상이 뒤따릅니다.
reformprogram_spiritualguidance_text	일부 죄수들은 종교를 가지고 있고 생활 속에서 영적인 부분에 대한 욕구가 있습니다. 지역사회에서 성직자를 데려와 기도를 하게하고 죄수들이 평온한 마음을 찾도록 합니다.
