# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	전체 변경 로그
d11_staffalert_hint_PRISONERS02	교도관보다 재소자의 수가 훨씬 많은 것은 안전하지 않습니다. 교도관은 한 명당 약 5명의 재소자를 안전하게 감독할 수 있습니다.
d11_staffalert_hint_CONTRABAND03	제가 작성한 밀반입품 정보수집 보고서를 확인해 지난 7일간 밀반입품의 출처를 찾아내고 대책을 강구하세요.
d11_staffalert_hint_CONTRABAND02	재소자들이 쉽게 약물에 접근할 수 있어 굉장히 위험합니다. 경비견 조련사를 고용해 감방 동을 순찰하게 하거나 교도소 전면수색을 실시하세요.
d11_staffalert_hint_CONTRABAND01	재소자들이 쉽게 도구와 무기에 접근할 수 있어 굉장히 위험합니다. 밀반입품의 출처 근처에 금속탐지기를 설치하거나 교도소 전면수색을 실시하세요.
d11_staffalert_hint_NEEDS04	시간이 흐르면 재소자들은 허기를 느낍니다. 식당에 충분한 공간이 있는지, 식사 시간이 충분히 할당됐는지 확인해 모든 재소자가 식사할 수 있게 하세요.
d11_staffalert_hint_NEEDS03	재소자가 행복하게 지내려면 잠을 자야 합니다. 재소자들은 할당된 취침 시간이나 자유 시간에 잠을 잡니다.
d11_staffalert_hint_NEEDS01	재소자들은 화장실을 쓸 수 있어야 합니다. 변기를 더 추가하거나 자유 시간을 더 할당하세요.
d11_staffalert_hint_NEEDS02	재소자들은 화장실을 쓸 수 있어야 합니다. 변기를 더 추가하거나 자유 시간을 더 할당하세요.
d11_staffalert_hint_NEEDS08	일상생활에서 위생은 중요한 요소지만, 교도소에서는 필수적입니다. 재소자들이 샤워할 수 있는 시간이 충분한지 반드시 확인하세요.
d11_staffalert_hint_OBJECTS04	현재 우리 교도관들은 문을 열어주는 데 시간을 너무 많이 쓰고 있습니다. 이런 곳에 허비하기에는 교도관의 시간이 너무 중요합니다! 문 통제시스템을 설치하세요. 한 명의 교도관이 여러 곳의 문을 원격으로 열 수 있습니다.
d11_staffalert_hint_ROOMS01	모든 방에는 반드시 충족시켜야 하는 특정 조건이 있습니다. 빨간색 느낌표가 반짝이며 강조되는 방을 확인하고 어떤 조건을 갖추지 못했는지 알아보세요.
d11_staffalert_hint_INFORMANTS01	우리의 보호 없이는 정보원이 이곳에서 오래 살아남을 수 없습니다. 정보원들의 보안 등급을 '보호감호'로 바꾸고 일반 수용자 사이에 두지 않는 게 좋겠습니다.
d11_staffalert_hint_HOLDINGCELL01	이렇게 많은 수의 재소자를 유치장에 장기간 수용하는 것은 너무나 위험합니다. 감방을 더 건설해 최대한 빨리 배정하지 않으면 폭동이 일어날 수 있습니다!
d11_staffalert_hint_NEEDS06	교도소가 매우 더러워 재소자들을 불만족스러워합니다. 재소자들이 화가 나기 전에 최대한 빨리 교도소를 청소할 방법을 찾으세요.
d11_staffalert_hint_NEEDS14	모든 재소자가 원하는 것이 하나 있습니다. 바로 교도소를 나가는 것이죠. 나가게 해 줄 수는 없으니, 자유 시간을 충분히 주어 이곳에서의 생활을 좀 더 쾌적하게 만들어 주세요.
d11_staffalert_hint_NEEDS13	모든 재소자가 원하는 것이 하나 있습니다. 바로 교도소를 나가는 것이죠. 나가게 해 줄 수는 없으니, 자유 시간을 충분히 주어 이곳에서의 생활을 좀 더 쾌적하게 만들어 주세요.
d11_staffalert_hint_NEEDS09	운동은 재소자를 신체 건강하고 행복하게 만들어 줍니다. 재소자들이 역기 벤치에 쉽게 접근할 수 있는지 확인하세요.
d11_staffalert_hint_NEEDS10	일상의 단조로움을 없앨 수 있도록 재소자들이 당구대, 라디오, TV 등 오락 아이템을 사용할 수 있게 해주세요.
d11_staffalert_hint_NEEDS11	누구에게나 휴식 시간은 중요한 법이지만, 교도소에서는 쉽게 얻을 수 없습니다. 앉을 수 있는 벤치와 소파를 설치해 재소자들이 좀 더 편하게 쉴 수 있게 도와주세요.
d11_staffalert_hint_POWER01	일부 물품은 발전기에 연결해야 사용할 수 있습니다. 전력케이블을 이용하여 번개 표시 아이콘이 반짝이는 모든 물품을 발전기에 연결하세요.
d11_staffalert_hint_WATER01	일부 물품은 급수기에 연결해야 사용할 수 있습니다. 파이프를 이용하여 번개 표시 아이콘이 반짝이는 모든 물품을 급수기에 연결하세요.
d11_staffalert_hint_CELLS01	재소자를 더 많이 수용하면 꽤 괜찮은 현금 보너스를 바로 받을 수 있습니다. 거기에 주 당국으로부터 매일 더 많은 돈을 받을 수 있죠. 그러니 우리 교도소에서 수용할 수 있는 최대치로 수용자를 받아 교도소를 운영해야 합니다!
d11_staffalert_hint_OBJECTS03	CCTV 카메라는 교도관이 없는 구역도 감시할 수 있게 해줍니다. 한 명의 교도관이 하나의 CCTV 모니터로 8개의 CCTV 카메라를 확인할 수 있습니다. 어려운 일도 아니죠!
d11_staffalert_hint_OBJECTS01	현재 교도소에 화재가 발생할 경우 대응할 수 있는 준비가 전혀 되어 있지 않습니다. 최대한 빨리 살수 소화장치를 설치해야 합니다.
d11_staffalert_hint_POWER02	발전기가 심각하게 과부하 되고 있습니다. 축전기를 더 연결하거나 새로운 발전기를 지어 부담을 덜어주세요. 하지만 조심하세요. 발전기는 서로 연결되면 절대 안 됩니다!
d11_staffalert_hint_DEATHROW01	교도소에 사형수 시설을 추가하는 것은 분명히 위험한 일입니다. 모든 법적 요건에 맞춰 신중히 사형을 집행해야 하기 때문입니다... 하지만 많은 돈을 벌 수 있을 테니 위험을 감수해 볼 만합니다!
d11_staffalert_hint_STAFF01	탈진한 상태에서는 직원이 효율적으로 근무할 수 없습니다. 직원휴게실을 건설해 직원들이 쉴 수 있게 하거나 더 많은 직원을 고용해 부담을 덜어주세요.
d11_staffalert_hint_NEEDS12	가끔 재소자들에게는 혼자 있는 시간이 필요합니다. 하지만 “너 때문에 그러는 게 아니라 내가 힘들어서 그래”라는 말은 교도소에서 잘 통하지 않습니다. 재소자들에게 자신만의 감방이 있는지 반드시 확인하세요.
d11_staffalert_hint_NEEDS19	책을 읽는 사람은 죽기 전에 천 번의 삶을 살고, 읽지 않는 사람은 단 한 번의 삶을 삽니다. 재소자들이 책 속으로 '탈출'할 수 있도록 도서관을 선물하세요.
d11_staffalert_hint_NEEDS05	가족들과 연락할 방법이 없으면 재소자들은 화가 나기 시작합니다. 재소자들이 우울하지 않도록 면회실, 우편실, 전화 부스를 설치하세요.
d11_staffalert_hint_NEEDS07	교도소의 위험 수준이 너무 높으면 많은 재소자가 이곳이 안전하지 않다고 느끼며 두려워하기 시작합니다. 재소자들의 욕구를 맞춰 위험 수준을 낮추세요.
d11_staffalert_hint_NEEDS15	일부 재소자는 마약 중독인 채로 교도소에 수감됩니다. 중독을 이겨내지 못하면 점점 화를 내기 시작하거나 마약을 하기 위해 밀반입품을 취급하기 시작합니다. 교정 프로그램을 이용해 재소자들의 회복을 도와주세요.
d11_staffalert_hint_NEEDS16	일부 재소자는 알콜 중독인 채로 교도소에 수감됩니다. 중독을 이겨내지 못하면 점점 화를 내기 시작하거나 술을 마시기 위해 밀반입품을 취급하기 시작합니다. 교정 프로그램을 이용해 재소자들의 회복을 도와주세요.
d11_staffalert_hint_NEEDS18	정신 수양 프로그램에 참여하면 재소자를 진정시키는 효과가 있습니다. 거기다 마음의 안정을 다른 재소자에게 전파하기도 합니다.
d11_staffalert_hint_PRISONERS03	모든 재소자는 행동거지에 따라 특정 등급의 감방에서 지낼 수 있는 혜택 자격이 있습니다. 물류 화면을 이용해 감방의 등급을 개선하세요.
d11_staffalert_hint_DOCTOR01	의사를 고용하지 않으면 의무실에서 아무도 치료받을 수 없습니다. 의사는 의무실에서 직원이나 재소자의 상처를 모두 치료할 수 있습니다.
d11_staffalert_hint_OBJECTS02	쓰레기통은 비우기 전까지 쓰레기를 많이 보관할 수 있게 해줍니다. 그 말은 쓰레기장까지 왕복하는 횟수를 줄여준다는 뜻입니다. 주방에 쓰레기통을 설치하세요. 금속탐지기 옆에 두면 더 효율적입니다.
d11_staffalert_tooltip_MONEY01	새 보조금 수락하기 [[*X]]
d11_staffalert_tooltip_PRISONERS02	교도관 고용하기 [[*X]]
d11_staffalert_tooltip_CONTRABAND03	정보수집 보고서 보기 [[*X]]
d11_staffalert_tooltip_CONTRABAND02	경비견 조련사 고용하기 [[*X]]
d11_staffalert_tooltip_CONTRABAND01	금속탐지기 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS04	요리사 고용하기 [[*X]]
d11_staffalert_tooltip_NEEDS03	시간표 변경하기 [[*X]]
d11_staffalert_tooltip_NEEDS01	화장실 더 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS02	화장실 더 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS08	시간표 변경하기 [[*X]]
d11_staffalert_tooltip_OBJECTS04	문 통제시스템 설치하기 [[*X]]
d11_staffalert_tooltip_ROOMS01	필요조건 확인하기 [[*X]]
d11_staffalert_tooltip_INFORMANTS01	보호감호로 변경하기 [[*X]]
d11_staffalert_tooltip_HOLDINGCELL01	감방 더 건설하기 [[*X]]
d11_staffalert_tooltip_NEEDS06	청소부 고용하기 [[*X]]
d11_staffalert_tooltip_NEEDS14	세탁실 건설하기 [[*X]]
d11_staffalert_tooltip_NEEDS13	시간표 변경하기 [[*X]]
d11_staffalert_tooltip_NEEDS09	역기 벤치 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS10	라디오 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS11	벤치 설치하기 [[*X]]
d11_staffalert_tooltip_POWER01	전력케이블 설치하기 [[*X]]
d11_staffalert_tooltip_WATER01	수도관 설치하기 [[*X]]
d11_staffalert_tooltip_CELLS01	재소자 입소 인원 늘리기 [[*X]]
d11_staffalert_tooltip_OBJECTS03	CCTV 카메라 설치하기 [[*X]]
d11_staffalert_tooltip_OBJECTS01	살수 소화장치 설치하기 [[*X]]
d11_staffalert_tooltip_POWER02	전력 공급 늘리기 [[*X]]
d11_staffalert_tooltip_DEATHROW01a	사형수 시설 건설하기 [[*X]]
d11_staffalert_tooltip_DEATHROW01b	사형수 연구하기 [[*X]]
d11_staffalert_tooltip_STAFF01	직원휴게실 건설하기 [[*X]]
d11_staffalert_tooltip_NEEDS12	감방 더 생성하기 [[*X]]
d11_staffalert_tooltip_NEEDS19	도서관 건설하기 [[*X]]
d11_staffalert_tooltip_NEEDS05	전화 부스 설치하기 [[*X]]
d11_staffalert_tooltip_NEEDS07	재소자 욕구 확인하기 [[*X]]
d11_staffalert_tooltip_NEEDS15	약물 치료 시작하기 [[*X]]
d11_staffalert_tooltip_NEEDS16	알콜 중독 치료 시작하기 [[*X]]
d11_staffalert_tooltip_NEEDS18	정신 수양 프로그램 시작하기 [[*X]]
d11_staffalert_tooltip_PRISONERS03	감방 개선하기 [[*X]]
d11_staffalert_tooltip_DOCTOR01	의사 고용하기 [[*X]]
d11_staffalert_tooltip_OBJECTS02	쓰레기통 설치하기 [[*X]]
d11_staffalert_summary_MONEY01	자금이 바닥나고 있습니다.
d11_staffalert_summary_PRISONERS02	교도관을 더 고용해야 합니다.
d11_staffalert_summary_CONTRABAND03	교도소 내 밀반입품 유입이 상당한 수준입니다.
d11_staffalert_summary_CONTRABAND02	너무 많은 재소자가 약물에 접근할 수 있습니다.
d11_staffalert_summary_CONTRABAND01	너무 많은 재소자가 도구와 무기에 접근할 수 있습니다.
d11_staffalert_summary_NEEDS04	재소자들이 굶주리고 있습니다.
d11_staffalert_summary_NEEDS03	재소자들이 항상 피곤해 보입니다.
d11_staffalert_summary_NEEDS01	화장실을 더 많이 만들어야 합니다.
d11_staffalert_summary_NEEDS02	화장실을 더 많이 만들어야 합니다.
d11_staffalert_summary_NEEDS08	이런, 재소자들이 조금 지저분해 보입니다.
d11_staffalert_summary_OBJECTS04	문 통제시스템을 설치해 효율을 개선해야 합니다.
d11_staffalert_summary_ROOMS01	일부 방을 사용할 수 없습니다.
d11_staffalert_summary_INFORMANTS01	재소자들이 우리 정보원 한 명을 상당히 의심하고 있습니다.
d11_staffalert_summary_HOLDINGCELL01	유치장에 재소자가 너무 많습니다.
d11_staffalert_summary_NEEDS06	교도소를 청소해야 합니다.
d11_staffalert_summary_NEEDS14	흠, 재소자들의 옷이 조금... 낡았습니다.
d11_staffalert_summary_NEEDS13	재소자들이 자유 시간을 더 원합니다.
d11_staffalert_summary_NEEDS09	재소자들의 신체 상태가 조금 건강하지 않습니다.
d11_staffalert_summary_NEEDS10	재소자들이 조금 지루해합니다.
d11_staffalert_summary_NEEDS11	재소자들이 자유 시간에 앉을 수 있는 곳이 부족하다고 불만을 제기합니다.
d11_staffalert_summary_POWER01	교도소 일부 구역에 전기가 들어오지 않습니다.
d11_staffalert_summary_WATER01	교도소 일부 구역에 물이 나오지 않습니다.
d11_staffalert_summary_CELLS01	재소자를 더 수용할 수 있는 여유가 있습니다.
d11_staffalert_summary_OBJECTS03	CCTV 카메라를 설치해야 합니다.
d11_staffalert_summary_OBJECTS01	현재 화재가 발생하면 위험합니다.
d11_staffalert_summary_POWER02	발전기가 과부하 됐습니다.
d11_staffalert_summary_DEATHROW01	사형수 시설을 교도소에 추가하면 추가 수입이 생깁니다.
d11_staffalert_summary_STAFF01	직원들이 지쳐가고 있습니다.
d11_staffalert_summary_NEEDS12	재소자들이 사생활을 원합니다.
d11_staffalert_summary_NEEDS19	너무 많은 재소자가 기초적인 읽고 쓰는 능력이 부족합니다.
d11_staffalert_summary_NEEDS05	재소자들이 가족을 그리워합니다.
d11_staffalert_summary_NEEDS07	재소자들이 안전하다고 느끼지 않습니다.
d11_staffalert_summary_NEEDS15	이런, 많은 재소자에게 마약 문제가 있습니다.
d11_staffalert_summary_NEEDS16	많은 재소자가 술이라면 죽고 못 사는 것 같습니다.
d11_staffalert_summary_NEEDS18	많은 재소자가 정신 수양을 원하고 있습니다.
d11_staffalert_summary_PRISONERS03	전체적인 감방 등급이 너무 낮습니다.
