
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	Nowa gra
objective_grant_educationreformprogram_research	Odblokuj kształcenie w drodze biurokracji
objective_grant_educationreformprogram_classroom	Zbuduj pokój szkoleniowy
objective_grant_educationreformprogram_desks	Zbuduj dwadzieścia ławek szkolnych
objective_grant_educationreformprogram_foundationed	Dopilnuj, aby dziesięć więźniów zdało kurs przygotowawczy
objective_grant_educationreformprogram_generaled	Dopilnuj, aby jeden więzień zdał kurs z zakresu edukacji ogólnej

objective_grant_prisonlabour	Więzienny zakład produkcyjny
objective_grant_prisonlabour_description	Inwestorzy chcą zwiększyć rentowność więzienia i są gotowi przeznaczyć fundusze na budowę warsztatów, które pozwolą zamienić więźniów w siłę roboczą.
objective_grant_prisonlabour_workshop	Zbuduj warsztat
objective_grant_prisonlabour_saw	Zbuduj dwie piły robocze
objective_grant_prisonlabour_press	Zbuduj dwie prasy robocze
objective_grant_prisonlabour_reform	Dopilnuj, aby pięć więźniów ukończyło kurs z zakresu BHP w warsztacie
objective_grant_prisonlabour_plates	Wyprodukuj 30 tablic rejestracyjnych

objective_grant_furnituremanufacturing	Program nauki stolarstwa
objective_grant_furnituremanufacturing_description	Oferując więźniom kursy stolarskie, wyposażysz ich w wartościowe umiejętności, które przydadzą się po zwolnieniu z więzienia. Więźniowie ci mogą także produkować w twoim warsztacie wysokiej jakości meble, których sprzedaż zwiększy dochody więzienia.
objective_grant_furnituremanufacturing_forestry	Załóż plantację drzew
objective_grant_furnituremanufacturing_table	Zbuduj dwa stoły stolarskie
objective_grant_furnituremanufacturing_reform	Dopilnuj, aby dwóch więźniów ukończyło kurs stolarski
objective_grant_furnituremanufacturing_bed	Wykonaj dwa luksusowe łóżka

objective_grant_reducestaffstress	Działania na rzecz samopoczucia pracowników
objective_grant_reducestaffstress_description	Związki zawodowe donoszą, że osoby pracujące w więzieniach są zestresowane i przepracowane, przez co popełniają błędy w pracy. Zadbaj o to, aby w twojej placówce nie doszło do takiej sytuacji
objective_grant_reducestaffstress_staffroom	Zbuduj pokój socjalny
objective_grant_reducestaffstress_freeguards	Upewnij się, że przynajmniej pięć strażników nie ma przydzielonych zadań
objective_grant_reducestaffstress_restedstaff	Zadbaj o to, aby twój personel nie przemęczał się

objective_grant_shortterminvestment	Krótkoterminowa inwestycja
objective_grant_shortterminvestment_description	Zainwestuj środki w fundusz oferujący pokaźny zwrot z inwestycji.
objective_grant_shortterminvestment_wait	Czekaj na środki...

objective_grant_longterminvestment	Długoterminowa inwestycja
objective_grant_longterminvestment_description	Zainwestuj środki w fundusz długoterminowy oferujący pokaźny zwrot z inwestycji.
objective_grant_longterminvestment_wait	Czekaj na środki...

objective_grant_cellblock50	Blok więzienny B
objective_grant_cellblock50_description	Zwykłe pomieszczenie tymczasowe nie wystarczy – czas rozbudować więzienie.
objective_grant_cellblock50_cells	Podnieś maks. liczbę więźniów do 50

objective_grant_cellblock100	Blok więzienny C
objective_grant_cellblock100_description	Wykorzystaj dostępną przestrzeń, dalej rozbudowując więzienie.
objective_grant_cellblock100_cells	Podnieś maks. liczbę więźniów do 100

objective_grant_cellblock200	Blok więzienny D
objective_grant_cellblock200_description	Więcej więźniów oznacza więcej funduszy państwowych. Zwiększ maks. liczbę więźniów, aby skorzystać z nich.
objective_grant_cellblock200_cells	Podnieś maks. liczbę więźniów do 200

objective_grant_cellblock500	Blok więzienny E
objective_grant_cellblock500_description	Państwo oferuje liczne formy wsparcia finansowego dla największych więzień. Przy odrobinie pracy możesz znaleźć się w tej grupie.
objective_grant_cellblock500_cells	Podnieś maks. liczbę więźniów do 500

objective_grant_nutritionresearch	Badania nad dietą więzienną
objective_grant_nutritionresearch_description	Niezależna grupa badawcza oferuje środki za udział w badaniu dotyczącym skutków nawyków żywieniowych.
objective_grant_nutritionresearch_poor	Podawaj niewielkie posiłki o niskiej różnorodności przez dwa dni
objective_grant_nutritionresearch_good	Podawaj trzy duże posiłki o wysokiej różnorodności przez dwa dni

objective_grant_drugsearch	Wojna narkotykowa
objective_grant_drugsearch_description	Ostatnio coraz częściej mówi się o narkotykach w dużych więzieniach. Przyjmij asertywną postawę i pokaż, że pracujesz nad rozwiązaniem problemu.
objective_grant_drugsearch_find	Znajdź dziesięć nielegalnych narkotyków

objective_grant_contrabandsupply	Porządki w narzędziach
objective_grant_contrabandsupply_description	W świetle licznych incydentów z użyciem skradzionych przedmiotów, które miały miejsce w innych placówkach, grupa naukowców prowadzi badania nad dystrybucją narzędzi i broni w więzieniach. Ta część badania polega na próbie pozbawienia więźniów dostępu do tego typu przedmiotów.
objective_grant_contrabandsupply_tools	Zablokuj dostęp do kradzionych narzędzi
objective_grant_contrabandsupply_weapons	Zablokuj dostęp do kradzionej broni

grant_category_completed	Ukończono:
grant_category_unlocked	Odblokowano:
grant_category_cash	Środki pieniężne:
grant_category_cashflow	Przepływy pieniężne:
grant_category_debt	Dług:
grant_category_prisoners	Więźniowie:

grant_property_atleast	Przynajmniej *X
grant_property_atmost	Nie więcej niż *X


# =============================================================================
# Materials
# =============================================================================


object_none	Brak
object_box	Pojemnik
object_stack	Stos
object_bed	Łóżko
object_bunkbed	Łóżko piętrowe
object_crib	Łóżeczko dziecięce
object_toilet	Toaleta
object_table	Stół
object_chair	Krzesło
object_bench	Ławka
object_electricchair	Krzesło elektryczne
object_jaildoor	Drzwi więzienne
object_jaildoorlarge	Duże drzwi więzienne
object_door	Drzwi
object_solitarydoor	Drzwi izolatki
object_staffdoor	Drzwi dla personelu
object_remotedoor	Drzwi zdalnie sterowane
object_roadgate	Brama
object_jailbars	Kraty
object_window	Okno
object_windowlarge	Duże okno
object_tree	Drzewo
object_light	Światło
object_cooker	Kuchenka
object_fridge	Lodówka
object_bin	Śmietnik
object_sink	Umywalka
object_servingtable	Stół do podawania
object_showerhead	Natrysk
object_brick	Cegła
object_concrete	Beton
object_steel	Stal
object_ingredients	Składniki
object_ingredientscooking	Składniki (trwa gotowanie)
object_ingredientscooked	Składniki (ugotowane)
object_ingredientsspoiled	Składniki (zepsute)
object_meal	Posiłek
object_foodtray	Tacka na jedzenie
object_foodtraydirty	Tacka na jedzenie (brudna)
object_grassturf	Trawnik
object_prisoneruniform	Kombinezon więzienny
object_dirtyprisoneruniform	Kombinezon więzienny (brudny)
object_crumpledprisoneruniform	Kombinezon więzienny (pognieciony)
object_bleach	Wybielacz
object_sheetmetal	Blacha
object_licenseplateblank	Tablice rejestracyjne (puste)
object_licenseplate	Tablice rejestracyjne
object_log	Kłoda
object_wood	Drewno
object_workman	Robotnik
object_truckdriver	Kierowca ciężarówki
object_guard	Strażnik
object_riotguard	Strażnik do tłumienia zamieszek
object_armedguard	Uzbrojony strażnik
object_prisoner	Więzień
object_doctor	Lekarz
object_paramedic	Sanitariusz
object_cook	Kucharz
object_gardener	Ogrodnik
object_janitor	Woźny
object_fireman	Strażak
object_avatar	Awatar
object_actor	Aktor
object_visitor	Gość
object_executionwitness	Świadek egzekucji
object_doghandler	Przewodnik psa
object_dog	Pies stróżujący
object_dogcrate	Klatka psa
object_teacher	Nauczyciel
object_soldier	Żołnierz
object_sniper	Strzelec wyborowy
object_warden	Naczelnik
object_chief	Dyrektor
object_foreman	Brygadzista
object_psychologist	Psycholog
object_accountant	Księgowy
object_lawyer	Prawnik
object_supplytruck	Ciężarówka dostawcza
object_prisonerbus	Autobus więzienny
object_fireengine	Wóz strażacki
object_riotvan	Furgonetka policyjna
object_ambulance	Karetka
object_hearse	Karawan
object_trooptruck	Ciężarówka wojskowa
object_fire	Ogień
object_garbage	Odpad
object_rubble	Gruz
object_bookshelf	Regał na książki
object_officedesk	Biurko
object_filingcabinet	Szafa na akta
object_medicalbed	Łóżko medyczne
object_morgueslab	Stół na zwłoki
object_equipment	Element wyposażenia
object_prop	Stojak
object_dummy	Manekin
object_powerstation	Stacja elektryczna
object_capacitor	Kondensator
object_electricalcable	Przewód elektryczny
object_powerswitch	Wyłącznik zasilania
object_logiccircuit	Układ logiczny
object_logicbridge	Most logiczny
object_waterpumpstation	Przepompownia
object_pipevalve	Zawór
object_pipelarge	Duża rura
object_pipesmall	Mała rura
object_drain	Otwór kanalizacyjny
object_metaldetector	Wykrywacz metalu
object_weightsbench	Ławka do podnoszenia ciężarów
object_phonebooth	Budka telefoniczna
object_tv	Telewizor
object_largetv	Duży telewizor
object_pooltable	Stół bilardowy
object_polaroid	Zdjęcie
object_cctv	System monitoringu
object_cctvmonitor	Monitor
object_laundrymachine	Pralka
object_laundrybasket	Kosz na pranie
object_ironingboard	Deska do prania
object_visitortable	Stół dla gości
object_visitortablesecure	Kabina dla osoby odwiedzającej
object_workshopsaw	Piła robocza
object_workshoppress	Prasa robocza
object_carpentertable	Stół stolarski
object_boombox	Magnetofon
object_guardlocker	Szafka strażnika
object_sofachairsingle	Kanapa
object_sofachairdouble	Szeroka kanapa
object_drinkmachine	Automat z napojami
object_arcadecabinet	Automat do gry
object_radio	Radio
object_radiator	Kaloryfer
object_bookshelflarge	Regał biblioteczny
object_weaponrack	Stojak na broń
object_treestump	Pień drzewa
object_schooldesk	Ławka szkolna
object_superiorbed	Luksusowe łóżko
object_doorcontrolsystem	System sterowania drzwiami
object_phonemonitor	Podsłuch telefonu
object_servo	Kontroler drzwi
object_doortimer	Włącznik czasowy drzwi
object_pressurepad	Płytka dotykowa
object_statuslight	Dioda
object_wire	Połącz
object_dismantleobject	Rozmontuj obiekt
object_dismantleutility	Rozmontuj obiekt użytku
object_sellobject	Sprzedaj przedmiot
object_canceljobs	Wycofaj zadania
object_showallwires	Pokaż przewody
object_tidywires	Uporządkuj przewody
object_cutscenepolaroid	Zdjęcie przerywnika filmowego
object_cutscenecamera	Kamera przerywnika filmowego
object_cutscenecue	Włącznik przerywnika filmowego
object_cutscenecaption	Podpis pod przerywnikiem filmowym
object_foodwaste	Odpady spożywcze
object_altar	Ołtarz
object_pews	Ławki kościelne
object_prayermat	Dywanik do modlitw
object_paroleofficer	Kurator sądowy
object_parolelawyer	Prawnik ds. zwolnień warunkowych
object_spiritualleader	Przywódca religijny
object_librarybookshelf	Regał biblioteczny
object_librarybookunsorted	Książka biblioteczna (nieskatalogowana)
object_librarybooksorted	Książka biblioteczna (skatalogowana)
object_sortingtable	Stół do sortowania
object_ruinedbook	Zniszczona książka
object_foodbowl	Żywność
object_appealslawyer	Prawnik ds. odwołań
object_appealsmagistrate	Sędzia ds. odwołań
object_mailsatchel	Torba pocztowa
object_mailunsorted	Nieposortowana poczta
object_mailsorted	Posortowana poczta
object_prisonermail	Poczta
object_prisonermailopened	List (otwarty)
object_shopfront	Lada sklepowa
object_shopgoods	Artykuły sklepowe
object_shopshelf	Półka sklepowa
object_playmat	Mata do zabawy
object_guardtower	Wieża strażnicza
object_waterboiler	Kocioł wodny
object_pipehotwater	Rura z gorącą wodą
object_stafffood	Posiłki dla pracowników
object_stafffoodboxed	Posiłki dla pracowników
object_newspaper	Gazeta
object_strikefire	Ogień jako protest


material_none	Brak
material_building	Budynek (ceglany)
material_buildingconcrete	Budynek (betonowy)
material_demolish	Wyburz
material_clearindoorarea	Wyczyść wnętrze
material_demolishwalls	Zburz ściany
material_removetunnels	Usuń tunele
material_canceljobs	Wycofaj zadania
material_dirt	Gleba
material_sand	Piasek
material_pavingstone	Płyta chodnikowa
material_grass	Trawa
material_gravel	Żwir
material_road	Droga
material_roadmarkings	Oznakowanie drogi
material_roadmarkingsleft	Oznakowanie drogi (lewo)
material_roadmarkingsright	Oznakowanie drogi (prawo)
material_stone	Kamień
material_fence	Ogrodzenie
material_concretetiles	Płytki betonowe
material_concretefloor	Betonowa posadzka
material_woodenfloor	Drewniana posadzka
material_ceramicfloor	Ceramiczna posadzka
material_mosaicfloor	Mozaikowa posadzka
material_metalfloor	Metalowa podłoga
material_marbletiles	Płytki marmurowe
material_whitetiles	Białe płytki
material_fancytiles	Stylowe płytki
material_concretewall	Betonowa ściana
material_brickwall	Ceglana ściana
material_perimeterwall	Ściana ogrodzenia
material_burntfloor	Nadpalona posadzka
material_burntwall	Nadpalona ściana
material_buildingframe	Szkielet budynku
material_roof	Dach
material_water	Woda

room_none	Brak
room_cell	Cela
room_holdingcell	Pomieszczenie tymczasowe
room_solitary	Izolatka
room_superiorcell	Cela o wyższym standardzie
room_dormitory	Sala sypialna
room_familycell	Cela rodzinna
room_sharedcell	Cela współdzielona
room_canteen	Stołówka
room_canteen_staff	Stołówka dla personelu
room_kitchen	Kuchnia
room_shower	Łazienka
room_yard	Dziedziniec
room_storage	Magazyn
room_deliveries	Dostawy
room_garbage	Odpad
room_execution	Egzekucja
room_workshop	Warsztat
room_security	Bezpieczeństwo
room_office	Biuro
room_medicalward	Ambulatorium
room_morgue	Kostnica
room_commonroom	Świetlica
room_laundry	Pralnia
room_visitation	Odwiedziny
room_cleaningcupboard	Schowek na produkty czyszczące
room_kennel	Psiarnia
room_armoury	Zbrojownia
room_staffroom	Pokój socjalny
room_library	Biblioteka
room_forestry	Plantacja drzew
room_classroom	Pokój szkoleniowy
room_exports	Eksport
room_chapel	Kaplica
room_intake	Recepcja
room_clearrooms	Puste pomieszczenia
room_paroleroom	Zwolnienia warunk.
room_mailroom	Dział pocztowy
room_shop	Sklep
room_nursery	Pokój dziecięcy

equipment_none	Brak
equipment_fists	Pieści
equipment_baton	Pałka
equipment_club	Kij
equipment_shank	Ostrze
equipment_knife	Nóż
equipment_fork	Widelec
equipment_gun	Broń palna
equipment_spoon	Łyżka
equipment_needle	Igła
equipment_booze	Alkohol
equipment_poison	Trucizna
equipment_cigs	Papierosy
equipment_saw	Piła
equipment_jailkeys	Klucze do więzienia
equipment_mobilephone	Telefon komórkowy
equipment_lighter	Zapalniczka
equipment_screwdriver	Śrubokręt
equipment_drugs	Narkotyki
equipment_sheers	Nożyce
equipment_mop	Mop
equipment_rake	Grabie
equipment_hose	Wąż
equipment_spatula	Szpatułka
equipment_woodenspoon	Drewniana łyżka
equipment_cleaningbrush	Szczotka
