# June27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog	変更履歴
d11_reform_prisoners_outcome_reoffended	逮捕され、刑務所に戻る。
d11_reform_prisoners_outcome_reoffended_returned	囚人は刑期が長くなるほど危険になるので気をつけること。
d11_reform_reformed_prisoner_rewards	更生受刑者の報酬（昨日）
d11_reform_reformed_reoffending_prisoner_fines	再犯受刑者の罰金（昨日）
d11_reform_reoffending_stats_title	再犯率統計
d11_reform_initial_reoffending_chance	初期の再犯率：
d11_reform_current_reoffending_chance	現在の再犯率：
d11_reform_reoffending_chance_delta	再犯率の変化：
d11_reform_job_outcome_cook	レストラン
d11_reform_job_outcome_cleaner	クリーニング店
d11_reform_job_outcome_craftsman	工場
d11_reform_job_outcome_labourer	建設会社
d11_reform_job_outcome_RAC	ショッピングモール
d11_reform_job_outcome_default	郵便局
d11_reform_required_reoffending_rate_title	仮釈放カットオフ率：
d11_reform_no_prisoners_found	囚人は見つからなかった！
d11_all_prisoner_wages	すべての受刑者の賃金
d11_report_policy_wage_hint	高賃金は囚人達が労働や関連プログラムに参加するモチベーションになる。
d11_wage	賃金
d11_adjust_wage_description	囚人は刑務所内の仕事に従事することで賃金をもらえる。賃金は職種ごとに個別または全体的に調整することができる。職務によって必要なトレーニングの量が異なるため、より高い技術を要する職務に就いている受刑者は時給が上がることがある。
d11_intake_arrival_caption	受刑者到着
d11_intake_arrival_tooltip	新しい囚人が刑務所に到着する標準時間は午前8時だが、このオプションで、刑務所のニーズに合わせて到着時間をカスタマイズすることができる。
d11_intake_restrictions_caption	受け入れ制限の廃止
d11_intake_restrictions_tooltip	受刑者の暴動や刑務所の職員のストライキなどの問題が起きると、通常は次の輸送日まで受刑者を受け入れることができなくなる。このオプションは、輸送エリアが利用可能な限りは、どのような状況下でも受刑者を受け入れることができる。
rapsheet_stint	服役回数
reform_reward	受刑者の更生報酬
help_warning_prisonerreleased	更生プログラムは、受刑者の社会復帰に向けて重要となる。新しい人生を始めることができる犯罪者もいれば、再犯に走る者もいる。更生した受刑者は、追加の現金報酬をもたらすが、再び罪を犯して刑務所に戻って来る受刑者もいる。受刑者の社会復帰が失敗した場合は罰金が課せられるだけでなく、受刑者が釈放後にさらに悪い習慣を身に着けてしまうこともがある。
finances_category_reformed	元受刑者
finances_category_reoffended	再犯罰金
finances_category_prisonerbonus	受刑者助成金ボーナス
d11_labour_management	労働管理
d11_LabourManagementDescription	このメニューでは、ここで働くことを許可された受刑者、労働時間、および迅速な警備員の配置を管理することができる。
d11_HighestSecurityLevel	最高セキュリティレベル
d11_LabourManagement_RegimeActivity_hint	お客様が到着可能な時間枠を、仕事、自由時間、またはその両方から選択する。
d11_LabourManagement_HighestSecurityLevel_hint	ここで働くことを許された囚人の最高セキュリティレベル、部屋のセキュリティセクターを変更することはできない。
d11_LabourManagement_GuardDeployment_hint	一般人がいるときに、そのエリアに警備員を配置する簡単な方法。
d11_dollar_per_hour	時給 $*X
d11_incomplete	未完了
d11_restaurant_payment_desc	一般の商売
finances_category_civilian_commerce	一般の商売
d11_mealquality	食事の質
policy_staff_keys	職員の鍵の使用を許可
d11_report_policy_staffKeys_hint	有効にすると、雇われたスタッフ全員がキーを持つようになる。\nこのオプションが選択されると、刑務所内の効率は向上するが、\nより多くのキーが流通するためセキュリティリスクは高くなる。
codex_new_uniformColour	ユニフォームの色：
codex_new_defaultColour	デフォルト色：
objectiveWindow_FilterButton_2_title	セカンドチャンスについて
objectiveWindow_FilterButton_2_toolTip	セカンドチャンスDLCに関する役立つ情報やお知らせ
objective_WorkCredentials	職業資格
objective_WorkCredentials_child_1	既存の受刑者の職業資格
objective_WorkCredentials_child_1_Description	投獄前、最高セキュリティレベルの受刑者は前職に基づいて一定の経験を持っている。特定の分野での職歴がある受刑者は、訓練プログラムを受けることなくその分野の職業に就くことができる。
objective_WorkCredentials_child_2	受刑者の職業資格の影響
objective_WorkCredentials_child_2_Description	特定の職業の資格を得ることにより、一定の評判が定着し、訓練プログラムに合格していなくても訓練なしで職に就けるケースがある。\n\n調理師は名ファイターや情報通の評判を獲得し、「厨房の安全衛生」講習を受ける必要がない。\n\nクリーナーは俊足と清潔の評判の両方を獲得できる。\n\n職人は仕事中毒と名ファイターの評判を獲得し、「作業室の安全事項」講習をスキップできる。\n\n肉体労働者は、パワフルとタフの評判が得られる。\n\nカスタマーサービスは、扇動者と牧師の評判を得て、ソーシャルワーカーの仕事/プログラムの訓練を省略できる。
objective_WorkExperience	実務経験
objective_WorkExperience_child_2_Description	受刑者が経験を獲得する3つの方法：\n\n訓練プログラム - 3つの訓練プログラム（作業室安全事項、厨房安全衛生、3ストライク）のうち1つを完了することで、対応する職業（調理師、職人、カスタマーサービス）で必要な経験の50％を獲得する。\n\n既存の職業資格 - 入所時に受刑者はすでに関連分野で前職からの経験を持っている場合がある。\n\n労役 - 関連分野での職に就くことにより経験を獲得できる。
objective_NewRooms	新たな施設
objective_NewRooms_child_4_Description	ベーカリーは受刑者に既存の禁制品と新しい種類の禁制品を入手する機会を与える。多くの受刑者や一般人がいることにより、特定の状況によっては受刑者が狂暴化する可能性がある。
objective_NewRooms_child_8_Description	レストランは受刑者に既存の禁制品と新しい種類の禁制品を入手する機会を与える。多くの受刑者や一般人がいることにより、特定の状況によっては受刑者が狂暴化する可能性がある。
objective_ScaredStraight	3ストライクプログラム
objective_ScaredStraight_child_1	プログラム参加に向けた受刑者の訓練
objective_ScaredStraight_child_2	プログラムの仕組み
objective_ScaredStraight_child_2_Description	このプログラムは、刑務所での実生活について受刑者から直接学びたいという一般人を招いて行われる。セッションでは受刑者と一般人を2つのグループに分け、受刑者は順番にグループに向かって自身の知識や背景、服役を避けるべき理由について語る。\n\n看守は、セッションが問題なくスムーズに行われるよう監視を行う。
objective_ScaredStraight_child_3	プログラム完了の効果
objective_ScaredStraight_child_3_Description	受刑者が無事にこのプログラムを完了すると、わずかに再犯率が低下し、適応する職業の実務経験が増加する。さらに、怒りの沸点が低下し、家族/自由のニーズにボーナスが与えられる。
objective_BehaviouralPrograms	新たな行動基準プログラム
objective_BehaviouralPrograms_child_1	アニマルセラピープログラム
objective_BehaviouralPrograms_child_1_Description	アニマルセラピーは他の既存プログラムと同じような効果があるが、このコースを完了した受刑者は更なる効果を得ることができる。\n\n数回にわたるセッションに参加し、このプログラムを完了すると、受刑者の再犯率や怒りの沸点が下がり、快適性、自由、贅沢のニーズを少し満たせる。また、受刑者が現在受けている悪評を払拭する機会を得られる。
objective_BehaviouralPrograms_child_2	対立解決プログラム
objective_BehaviouralPrograms_child_3	元受刑者による相談プログラム
objective_SentenceReductions	刑期の短縮と延長
objective_SentenceReductions_child_1	受刑者の行動による刑期の延長/短縮
objective_ReleasedPrisoners	釈放された囚人
objective_ReleasedPrisoners_child_1	更生の報酬と再犯の罰金
objective_ReleasedPrisoners_child_1_Description	釈放された受刑者は、新しい人生を始めるか、再び犯罪を犯して刑務所に戻って来る。\n\n更生した受刑者1人につき現金ボーナスを獲得できる。\n\n再び刑務所に服役した受刑者1人につき、社会復帰に失敗したペナルティとして罰金が課せられる。
