
# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new	新規
objective_grant_advancedsecurity_description	多数の受刑者が暮らす刑務所の安全性を維持するのは容易いことではない。だが、セキュリティ侵害がもたらす損害に比べれば、厳重なセキュリティ体制を確立するのにかかるコストなど大したことない。刑務所に必要な設備を整えよう。
objective_grant_advancedsecurity_guards	セキュリティ関連の職員の数を増やす
objective_grant_advancedsecurity_researchcctv	「役所仕事」から「監視カメラ」をアンロック
objective_grant_advancedsecurity_researchbodyarmour	「役所仕事」から「ボディアーマー」をアンロック
objective_grant_advancedsecurity_researchtazers	「役所仕事」から「テーザー銃」をアンロック
objective_grant_advancedsecurity_office	警備員室を建てる
objective_grant_advancedsecurity_cctvmonitor	監視カメラ用モニターを作る
objective_grant_advancedsecurity_cctvcameras	刑務所の各エリアに監視カメラを設置する

objective_grant_prisonerworkforce	受刑者の順応と雇用
objective_grant_prisonerworkforce_description	受刑者に労働をさせることは、コスト削減に役立つだけでなく、受刑者が刑務所の環境に馴染むための助けともなる。受刑者たちに必要な訓練を受けさせ、労働を始めるために必要な施設を建てよう。
objective_grant_prisonerworkforce_research	「役所仕事」から「囚人労働」をアンロック
objective_grant_prisonerworkforce_cleaning	清掃用具室を建てる
objective_grant_prisonerworkforce_laundry	洗濯室を建てる
objective_grant_prisonerworkforce_kitchenclass	「厨房の安全衛生」プログラムに3人の受刑者を参加させる
objective_grant_prisonerworkforce_laundryassigned	3人の受刑者に洗濯室の仕事を与える
objective_grant_prisonerworkforce_kitchenassigned	3人の受刑者に厨房の仕事を与える
objective_grant_prisonerworkforce_cleaningassigned	3人の受刑者に清掃用具室の仕事を与える

objective_grant_educationreformprogram	「教育を通じた更生」キャンペーン
objective_grant_educationreformprogram_description	ある有名キャンペーン団体が、教育が受刑者の再犯率に及ぼす影響に関する大型の社会的実験を行うことになっている。教室をいくつか作り、受刑者の教育を始めよう。
objective_grant_educationreformprogram_research	「役所仕事」から「教育」をアンロック
objective_grant_educationreformprogram_classroom	教室を建てる
objective_grant_educationreformprogram_desks	教室用机を20個作る
objective_grant_educationreformprogram_foundationed	10人の受刑者に「基礎教育」コースを修了させる
objective_grant_educationreformprogram_generaled	1人の受刑者に「一般教育」コースを修了させる

objective_grant_prisonlabour	生産施設の設置
objective_grant_prisonlabour_description	この刑務所の利益性を高めたいと考えている投資家たちから、作業室を建設するための資金提供があった。受刑者たちを労働力として育てるのが目的だ。
objective_grant_prisonlabour_workshop	作業室を建てる
objective_grant_prisonlabour_saw	作業室用のノコギリを2つ作る
objective_grant_prisonlabour_press	作業室用のプレス機を2つ作る
objective_grant_prisonlabour_reform	5人の受刑者に「作業室の安全事項」プログラムを修了させる
objective_grant_prisonlabour_plates	ナンバープレートを30個生産する

objective_grant_furnituremanufacturing	木工実習プログラム
objective_grant_furnituremanufacturing_description	受刑者に木工技術のコースを受けさせ、釈放後に利用できる貴重なスキルを身につけさせよう。ワークショップで高品質の家具を作らせれば、それを売って収入を増やすこともできる。
objective_grant_furnituremanufacturing_forestry	森を作る
objective_grant_furnituremanufacturing_table	作業台を2つ作る
objective_grant_furnituremanufacturing_reform	2人の受刑者に「木工実習」コースを修了させる
objective_grant_furnituremanufacturing_bed	高級ベッドを10台生産する

objective_grant_reducestaffstress	職員の労働環境改善プログラム
objective_grant_reducestaffstress_description	刑務所職員組合によると、高ストレスおよび過重労働が原因で勤務中にミスを犯す職員が増えているということだ。この刑務所で同じことが起こらないよう対策を取ろう。
objective_grant_reducestaffstress_staffroom	休憩室を建てる
objective_grant_reducestaffstress_freeguards	ヒマな看守が少なくとも5人いるようにする
objective_grant_reducestaffstress_restedstaff	疲労困憊している職員がいないようにする

objective_grant_shortterminvestment	短期投資
objective_grant_shortterminvestment_description	投資ファンドに投資し、将来的に多少の利益が発生するようにしよう。
objective_grant_shortterminvestment_wait	資金を待つ...

objective_grant_longterminvestment	長期投資
objective_grant_longterminvestment_description	長期投資ファンドに投資し、将来的に多額の利益が発生するようにしよう。
objective_grant_longterminvestment_wait	資金を待つ...

objective_grant_cellblock50	独房棟B
objective_grant_cellblock50_description	シンプルな収容施設の段階を卒業し、刑務所を成長させよう。
objective_grant_cellblock50_cells	受刑者の収容数を50までアップさせる

objective_grant_cellblock100	独房棟C
objective_grant_cellblock100_description	土地をうまく利用し、引き続き刑務所を拡大させよう。
objective_grant_cellblock100_cells	受刑者の収容数を100までアップさせる

objective_grant_cellblock200	独房棟D
objective_grant_cellblock200_description	受刑者が増えればその分政府からの資金援助も増える。収容数を増やして資金を手に入れよう。
objective_grant_cellblock200_cells	受刑者の収容数を200までアップさせる

objective_grant_cellblock500	独房棟E
objective_grant_cellblock500_description	政府は大型の刑務所に多くの奨励金を提供している。そこに辿り着くのが目標だ。
objective_grant_cellblock500_cells	受刑者の収容数を500までアップさせる

objective_grant_nutritionresearch	受刑者の栄養摂取状況に関するリサーチ
objective_grant_nutritionresearch_description	民間のリサーチ団体が、様々な食事パターンが受刑者に及ぼす影響を調べたいと言っている。参加してくれる刑務所には資金を提供するという。
objective_grant_nutritionresearch_poor	低品質かつ種類が豊富でない食事を、1日1回、2日間受刑者に与える
objective_grant_nutritionresearch_good	高品質かつ種類が豊富な食事を、1日3回、2日間受刑者に与える

objective_grant_drugsearch	薬物取り締まり
objective_grant_drugsearch_description	大型の刑務所における薬物摂取が最近大きな問題となりつつある。この問題を解決するため積極的なアプローチを取っている姿を見せつけよう。
objective_grant_drugsearch_find	違法薬物を10個見つける

objective_grant_contrabandsupply	道具の一掃
objective_grant_contrabandsupply_description	他の刑務所で盗難アイテムに関与した事件がいくつか起きたことを受けて、刑務所における道具や武器に関するリサーチをある団体を行いたいということだ。リサーチの一環として、この刑務所にあるすべての道具や武器を取り除かなければならない。
